id,acc_number,date_time,amount,merchant,authorization
46,5100136513636670,2019-07-26T00:59:09Z,$2121.12,ffee9964-ce61-42fc-b744-d92f5d4ef2ab,999443971-5
47,3541218049187055,2019-07-19T06:23:35Z,$3792.55,10dbe10f-1857-46f8-8dce-49ea712d9c32,012136583-2
48,3530457715271685,2019-07-30T07:05:33Z,$3753.09,c79b1da5-0380-4fe9-9a91-70526eb37dd2,848932640-1
49,201421236893876,2019-07-19T23:35:28Z,$4939.78,38916381-b40e-4a10-8723-eefbc44ac5bf,444086774-X
50,3563815433949439,2019-08-04T19:35:34Z,$3954.01,87491bc6-9cc8-4249-8cb9-32d5b1580884,582163700-7
51,3532450070019805,2019-07-19T11:31:41Z,$171.87,d02d2139-d711-4945-be43-bd476b5b308d,667003624-8
52,3529947559877731,2019-07-18T06:00:53Z,$344.22,2210a4c0-52ea-4cb8-9f3a-1f4d4fda7fd7,835335572-8
53,5100130454495998,2019-07-26T04:37:15Z,$1781.79,5dc4afe3-53a6-4d99-8eac-b910198a5cc5,065532077-6
54,3556746269454583,2019-07-23T20:08:33Z,$2488.10,147d39c6-ad13-42a9-8ef9-b3b20686ddd6,591126143-X
55,3549957076999617,2019-07-14T17:02:42Z,$2189.25,a1f2a427-585a-4f34-a30b-057d381acb93,369922573-9
56,201476148295305,2019-07-10T02:55:06Z,$2241.40,819b1d59-218a-421e-98ea-08a7c509579c,923390141-6
57,3580088619201269,2019-07-13T18:13:21Z,$2074.04,e9607352-9b0c-451e-82c0-fdf70e8d1b60,826832447-3
58,3562916522513572,2019-08-02T20:05:42Z,$798.79,80404f75-5c0e-43d5-b2e6-d7d23a5052a2,427930450-5
59,5610445880816234,2019-08-04T01:37:16Z,$1107.94,d21284fa-3120-4b23-8af5-e235c89f8cf8,346601771-8
60,3545746399261803,2019-07-09T12:21:25Z,$2274.53,823dce6a-92b3-4941-ae5d-de9e589c0ea1,187641581-9
61,5407775688139513,2019-08-07T16:07:35Z,$2712.88,3dc5cdd7-7d1d-4d57-9bc2-dbab45621fdf,951797178-8
62,36005403171553,2019-07-15T22:27:06Z,$4994.56,117b5ca4-3caa-47f0-8168-1306bf4b0a6c,366169443-X
63,5602211056282068084,2019-07-13T01:52:48Z,$3795.13,6aa82622-241c-4916-9628-ea57be9ee294,808335885-1
64,3550294722064398,2019-07-24T11:22:46Z,$4651.73,10483d98-a2fd-4311-832c-fa827eb25f48,400702938-5
65,4508931673931197,2019-07-10T04:00:59Z,$116.05,350599ac-35ed-40ae-bd85-89a9681242d6,949426776-1
66,6373080081572297,2019-07-17T16:55:53Z,$3242.83,bcf15a67-26c8-4ec3-935d-d859fe113fe1,539602089-X
67,3584274231806786,2019-07-24T15:44:23Z,$2100.14,9e69699f-782c-43ff-bb72-361711921801,573112616-X
68,30260854246711,2019-07-10T10:01:21Z,$4576.81,7782235f-05b6-4797-8182-6e035d83af13,297868818-1
69,3558888912699541,2019-07-20T18:03:05Z,$3366.47,b2df212b-37f8-4a05-94a8-58fd7b16753d,157821730-X
70,3553937236354831,2019-07-16T22:07:24Z,$3635.55,86c98777-c32e-4a6f-8fb1-94016894aef3,056608830-4
71,3556495352082220,2019-08-05T10:14:09Z,$3003.69,d8378061-a008-4681-b9fe-696cd9df63a0,733908270-0
72,201728450761286,2019-07-14T12:07:29Z,$3337.44,742f9aea-de5a-4d76-8027-0f835472027c,129378971-2
73,6761655627557801,2019-07-21T10:06:57Z,$3163.39,1e1e10af-8f7d-4774-8c65-78e917a47a0f,921026897-0
74,5602216030988003,2019-07-29T00:47:10Z,$1336.13,3220693e-3e8a-422b-bc24-46547cb44d4a,469721132-4
75,4936303898108077910,2019-08-05T08:13:21Z,$4790.31,2c3d6759-7b2e-417b-b21f-dcf15fc6ecea,390478994-5
76,675922743797745329,2019-08-04T04:24:37Z,$1342.22,f0f7ed43-f534-45b0-b02c-1f5ff3035e64,541196138-6
77,3534879834810976,2019-07-31T22:03:16Z,$4255.49,60de2cb4-8afb-499e-a7bd-3fd64a3dce81,448421338-9
78,5602235204025397012,2019-08-05T05:39:50Z,$1410.04,5dcfbf19-498c-4e24-8275-7ef41f5669d8,267025220-6
79,374288935696806,2019-07-31T12:19:03Z,$1940.33,90fbf971-a1b0-44a4-b7c8-e3125ea033a3,943106261-5
80,4041593847403,2019-07-20T16:12:26Z,$3661.85,36cd7a9b-7ba7-4626-a808-5b91fa63f511,204871063-8
81,5048371994024105,2019-08-04T15:05:11Z,$3850.83,70faddda-e62a-468e-81af-a589f71f4089,469699249-7
82,5602257838306931,2019-07-23T16:19:09Z,$1647.45,41971294-0c47-44b0-a4b6-de066dcb038a,910692599-5
83,3584825851443075,2019-07-15T21:09:39Z,$3242.44,cf96ef7f-7950-41e1-b174-9c7dff88ee1e,384221397-2
84,5602254352476042,2019-07-26T18:36:16Z,$4573.09,4e2561f8-0e27-4654-8fd4-659465345cec,964190082-X
85,4905022602874680997,2019-08-02T20:28:49Z,$4632.68,d10d52ba-380c-4d95-87a0-346a9bce26b1,237195721-6
86,3561668432083516,2019-07-23T06:51:03Z,$1955.61,39cfef6e-f8de-4cf7-b1ea-c7477d8a23a6,756109741-7
87,4936191581136352233,2019-07-28T23:09:01Z,$741.34,4ef3d330-7ede-423c-bc71-cd6e519e0220,042941054-9
88,3578092160135169,2019-07-28T01:42:12Z,$4996.43,01aed369-d973-4c8b-b01c-f144ff7d450c,342361555-9
89,5100179793868985,2019-07-17T17:39:27Z,$1682.94,03cd7907-ec91-422b-9176-0cfcc1602d0e,896405494-6
90,67093526739124957,2019-08-05T12:03:35Z,$4153.46,82578660-7161-4e53-9ac2-6decbef0e315,326854991-8
91,3570570376512477,2019-07-09T13:26:22Z,$2120.49,a9ca3350-1915-4604-8983-d93e56271430,700802073-2
92,3545539357248106,2019-07-28T21:29:46Z,$1574.63,93b25d93-da6f-47fc-b876-548eddada3e3,691443399-2
93,5048370131920191,2019-07-28T08:11:07Z,$1414.20,c6fefd9f-dc76-41f4-b390-cc68b72c66fb,411479753-X
94,3551583304298393,2019-07-19T16:21:32Z,$770.35,103eff9c-eb64-435e-bff1-037443d3b7d1,886510906-8
95,5602214204409302,2019-07-19T21:58:02Z,$2122.57,d382741f-9a10-427a-b55b-3de9195c09e0,898094039-4
96,67060511052720291,2019-08-02T08:10:07Z,$4482.97,91e7d73c-f5fb-4775-9e68-3b732da0881c,603162070-7
97,501805729410956088,2019-08-07T07:25:15Z,$571.76,ab214627-3e2f-422e-a832-a41a252da86c,812024673-X
98,36433678173106,2019-08-03T00:08:15Z,$2673.51,a9ff7b3e-dd94-4143-9c68-477580e0326b,266876395-9
99,379763680038292,2019-08-03T16:35:44Z,$2496.03,eef6d1f7-2356-40c6-afe0-5d7928e44558,331992118-5
100,3561219414204025,2019-07-28T18:14:25Z,$659.38,0f618e7e-de66-43f9-9556-672b0b80e65a,995395154-3
101,201433444385728,2019-07-19T19:42:33Z,$371.03,3d57a024-4e51-475f-8c45-e4319a0e67c1,952462210-6
102,374283973426216,2019-07-22T20:04:44Z,$22.91,bab7c80e-2c0e-42a8-96df-372a495d37b8,674219628-9
103,3575258631911024,2019-07-22T01:33:24Z,$2903.60,93997dc4-a5bc-45fc-87c7-ebad008a9ab6,277888178-6
104,3552781794224742,2019-07-09T02:23:10Z,$104.47,10ff4e34-743f-4a88-b82e-ffc9d6c57a04,927526108-3
105,3553341134640195,2019-07-23T23:27:51Z,$3894.96,bb8d9feb-5b54-4716-ba0b-35052cc414e5,352832682-4
106,3563295423245082,2019-07-15T11:52:56Z,$3446.60,56ad5da9-9167-4843-8420-32dfe949d9fe,528120599-4
107,3538096297201371,2019-08-02T20:23:03Z,$4568.78,9cb76984-dc4f-4a35-9a85-ffed6e0fe6ff,428378082-0
108,4017952453892,2019-07-30T04:59:42Z,$2630.48,874155ae-66cf-4cf3-861e-32b052b01204,066976725-5
109,30226175401301,2019-07-11T14:39:19Z,$1744.44,59d45cd9-9fbb-4caf-a53d-01e65a20ac7e,846341853-8
110,5602225010160822,2019-07-23T12:16:53Z,$1193.59,246dfe6b-0bb4-4f8b-893f-290a99232bf2,741404964-7
111,4017955319322,2019-07-22T22:21:58Z,$2296.96,9223fe0c-82ad-4d43-9e1f-f39c41b75311,143758307-5
112,3548535893955193,2019-08-01T19:40:34Z,$3053.58,6926186e-b9ee-44a9-952f-d63d28e6cf09,762581884-5
113,5348960098378933,2019-08-03T04:24:57Z,$2682.30,ff48ceec-74e3-4ad1-ac74-87e54ed4dbb2,385058315-5
114,6388054891880300,2019-08-05T03:24:34Z,$1412.61,c1e06dba-4270-41a2-93c8-61210f5a239a,374243536-1
115,3567569422735590,2019-07-23T20:17:11Z,$2563.77,3acde4e8-09ee-4d72-87cb-c72c4669d12d,076871578-4
116,30215137469704,2019-08-07T01:12:40Z,$12.01,4c0f1bbe-c365-4f57-94e5-3f72b0753f58,903193453-4
117,4917151741756220,2019-07-16T21:43:38Z,$4381.77,b9e3b206-d656-458e-8833-dcaba2af189b,462545999-0
118,6333606682154767125,2019-07-10T04:51:24Z,$4364.12,e574a0b1-9809-4561-b8b5-641dd913728d,454929554-6
119,3532529313759028,2019-07-22T19:21:11Z,$86.41,d9897454-38f2-4abb-9e5f-76456c060d7d,009465220-1
120,341716488294538,2019-07-14T04:03:34Z,$4324.80,ce1ae50e-5ea6-4bbf-a933-aaefcf764665,947918465-6
121,4913264794883918,2019-07-29T22:48:33Z,$690.14,19a9a62f-5ed5-4bb9-bdac-72c2482ab204,428986947-5
122,374622542362867,2019-07-24T12:02:56Z,$3487.20,0748edd4-df83-4667-a35f-90be41615358,603154309-5
123,374622714819090,2019-07-29T21:23:03Z,$372.54,9b1e89dc-d9bb-433a-a211-07649bc67a24,780465044-2
124,5602234445516681,2019-07-20T19:42:43Z,$2608.96,e1f56413-d344-4c32-a288-1a3bb68eb75d,787070203-X
125,3541188930906816,2019-07-26T06:58:14Z,$2016.91,1a883d2d-b93a-4ab9-9d9d-6b9815a05704,795116557-3
126,201812742388171,2019-07-27T11:05:23Z,$1174.62,1636746c-a739-46a9-b80f-356926c1d057,689180219-9
127,50209183857530982,2019-07-31T12:36:42Z,$925.71,e0a3b66a-92fa-4640-9949-5e26c08a6b1e,370913592-3
128,3575880834950333,2019-07-31T21:57:23Z,$4699.24,e120f2fd-e95d-4a61-8a3c-7bab43df899f,118961581-9
129,3585683099033011,2019-07-17T13:45:10Z,$1673.27,0a3d51e3-f8e9-406b-9ff2-4ba189e7e4b7,738355696-8
130,3540380280824480,2019-07-14T08:30:07Z,$4397.96,1225b94d-de4e-4ec4-a26f-d6c781e6fd98,441793853-9
131,6771534263213499790,2019-07-24T04:58:15Z,$4400.36,ca6e0610-997d-4762-8030-ba85ffb58c54,369893946-0
132,5602227405781840,2019-07-28T06:52:51Z,$3379.93,cb790d04-3f10-41e2-9525-706107558e9a,131520304-9
133,3554965938237854,2019-08-02T16:37:15Z,$2719.83,32e964cd-3c9f-45c7-9832-552504bffb57,025964519-2
134,201903392758639,2019-07-27T11:48:25Z,$1345.21,9cfdf901-0890-483c-90d9-bbbabdf033d6,131514409-3
135,6394280137689427,2019-08-06T08:14:14Z,$4330.58,a6faf903-e812-46e5-be14-2c90a35bac50,193052979-1
136,3544038955741605,2019-07-31T17:40:11Z,$2791.97,07a454b8-e209-4ff0-bfe2-8c43fda7fece,146485034-8
137,4824351620667918,2019-07-19T03:56:58Z,$2382.53,dbfb2c06-bd16-4861-a79b-dbe3c78dfa92,204137274-5
138,3558678669501143,2019-07-15T19:59:01Z,$1702.69,098be1b9-ca59-4f90-a4c2-0970130a24bf,144812351-8
139,4917956459440910,2019-08-02T17:49:15Z,$4349.49,e66123b9-b39c-4b13-be9d-53e4e68ef676,176983441-9
140,3557612715005594,2019-07-25T16:12:20Z,$677.49,8a11ddb8-0c25-4fef-bd99-81fe7914800d,542432532-7
141,3576693350217089,2019-07-19T04:00:21Z,$2417.59,4c7a4764-bac9-4b70-b83b-6d4e27219c04,732011917-X
142,201860723853036,2019-07-30T22:09:50Z,$2465.42,1bfae020-0cb3-493e-af26-188625e4e49d,864316238-8
143,5602252537459958,2019-07-17T03:04:46Z,$1867.55,bd5c695e-aa73-4f7d-922c-3a4f3167fb5e,420941211-2
144,3553848277358922,2019-07-23T22:58:40Z,$1127.27,3b5d7632-85a6-41e2-9533-564ebd7ff590,543883846-1
145,3568446917642756,2019-07-14T12:20:48Z,$2676.00,c7e5a07b-233a-4a24-975e-a39a7e503bc6,059327662-0
146,3546123051129562,2019-07-15T22:25:18Z,$3080.15,882173cf-5629-44bf-9ccb-574f2e511930,179039377-9
147,633110223803009680,2019-07-22T12:00:37Z,$224.22,d2d03cc7-08e5-44e9-9b91-dff80cfbfada,938698353-2
148,6373574385792973,2019-08-04T07:27:10Z,$4942.74,44e9af68-3668-49b0-834c-58ca1afa1232,585154679-4
149,3550643045854895,2019-07-25T15:07:09Z,$1062.87,9908f825-6ea7-4884-b946-07294294203c,627201067-2
150,3541389048776576,2019-08-07T23:56:15Z,$3176.02,6c5d1eeb-afd3-4328-96ca-a380a80a3066,938311320-0
151,30162379077219,2019-07-27T05:29:42Z,$738.69,f20b289c-a588-4a07-9484-4ec2f71279e6,864228047-6
152,3576016375102856,2019-07-25T20:02:58Z,$2979.49,a402fd30-97cd-40d9-a4fd-8de2851b3b86,954205418-1
153,3540810591251452,2019-07-13T14:57:33Z,$1046.36,fb604656-62aa-4959-89c9-0ee7d784ffee,606587984-3
154,5100171152983232,2019-07-29T20:21:56Z,$3019.55,f0374125-a4a7-4988-b922-875190234bd1,009994378-6
155,490516920409332136,2019-07-18T09:15:11Z,$3468.26,714ad0bc-747b-4a33-94fd-3ea4ad602f2b,345928330-0
156,490566871097510930,2019-07-21T10:22:29Z,$364.82,7124d90c-5c79-4943-a880-44d0cf9fa05c,808749113-0
157,3556389274545853,2019-07-11T19:56:36Z,$1207.69,ef1eb010-8fee-42b0-902b-da4e5dcce2fe,496250590-4
158,374288402216534,2019-07-26T22:50:37Z,$427.49,847dc9cc-0371-4607-b8dd-fae39dc03af2,598625589-5
159,6759821737376797,2019-07-25T06:38:21Z,$4116.48,adc999d6-af6a-4735-a0ea-63114609f1a3,634470658-9
160,493627078609798000,2019-07-27T21:32:36Z,$2088.99,8e5e18d8-93ee-475b-b110-42ca492ad199,103535410-1
161,561003946686317654,2019-07-30T14:12:02Z,$871.64,edb08c55-80bf-4dc3-9162-879140e993fc,141977449-2
162,3587323398874959,2019-07-20T05:52:07Z,$3919.13,fc59e0e9-dad4-4f45-884c-28031fd826fd,677065360-5
163,30490950239233,2019-07-25T17:52:33Z,$101.40,2b1c5f90-e4bf-4801-a13a-17dd7a1a4f0d,273139643-1
164,50181535959685646,2019-07-10T03:20:30Z,$1205.91,957e24a8-b33b-4ae1-bead-136e5a3aef1a,883805215-8
165,3570801963473892,2019-07-20T15:58:13Z,$2246.82,9bf15a2f-1f84-432f-91f1-795c404aad61,744088672-0
166,3529771748384015,2019-07-22T22:10:54Z,$795.37,a68fe605-9420-4e16-ab19-1ca034d3c4d0,013832878-1
167,5571940664502650,2019-07-20T00:32:15Z,$4168.07,9f8b9b95-a285-4225-b335-986615526603,693141659-6
168,344349635115005,2019-07-09T11:43:49Z,$1664.39,d1272f89-9493-4f2a-b58c-fc5989df3676,042761775-8
169,3560889187703741,2019-07-19T16:56:24Z,$3281.44,83f895f2-56bb-4bf5-827a-b0df8b3e9244,621098283-2
170,30318672096997,2019-07-10T04:48:18Z,$4793.34,115c4fec-f1fd-49fa-a605-6c045b4123ea,420971203-5
171,30467917440104,2019-07-10T22:35:02Z,$2213.71,9469d990-81e8-4336-aef2-4d6d5561c1bd,087884229-2
172,4936471230478425600,2019-07-18T14:15:47Z,$3618.01,44fa319c-3040-472b-b6b0-200c45d5c183,942334182-9
173,3531262490411749,2019-07-19T10:04:15Z,$1988.33,eefbafa6-2035-4606-a7f5-d3511f10ed55,361921493-X
174,201865067110679,2019-07-24T05:35:14Z,$2153.50,67d6ca31-3e20-46a5-9efd-3102af882b63,565873923-3
175,3540901800796088,2019-07-29T19:44:43Z,$4469.33,f56c5c69-8afa-4e57-90b6-49a6f418f231,886170403-4
176,6759740176439439,2019-07-18T15:12:49Z,$1212.31,0da615a7-e4b4-4257-93bb-1ea931f020b3,126657102-7
177,676768673757210573,2019-07-27T13:30:58Z,$1873.54,60d1ae4f-18f3-496f-9d54-ef31f96091c8,830655625-9
178,5010124423123103,2019-07-20T16:22:11Z,$1693.88,eeb223cb-b00a-4131-8fea-000f46f41eee,141297306-6
179,5610385211748385,2019-07-11T16:22:07Z,$608.29,18177aa1-e308-4d83-ae63-24de97902259,835029253-9
180,3547828982893461,2019-08-03T03:04:16Z,$924.86,ef8518cd-41cd-4a41-bcdd-38479fbe10e2,048811445-4
181,4913553926983947,2019-07-22T00:32:28Z,$2997.61,2231741b-a20f-4f4d-96ad-297f1c138dd0,017957776-X
182,5602248842199178380,2019-07-12T11:15:46Z,$1836.68,1b0f5cca-81b6-4c29-bbb8-d7f65e5f33d4,730589515-6
183,4936701594844106,2019-07-09T12:21:22Z,$4015.26,df04d112-e8ad-4cd5-8428-6d68ba034208,567979472-1
184,3530159555014155,2019-07-24T15:35:27Z,$3999.63,fb9b7cee-e866-4994-9cbb-7a3bb58ba2dc,779285056-0
185,5100176092680616,2019-07-23T15:43:10Z,$409.68,144e1101-7712-4384-95f0-8d4bdffc8a34,647578360-9
186,3589868528857041,2019-07-29T01:13:03Z,$2024.02,7913f84b-b8b4-45e3-970f-945344ea70d2,493235054-6
187,5602241310106662,2019-07-15T05:35:00Z,$4478.70,7316ac56-5c9f-4771-9694-58371e022300,546714145-7
188,3536602629432766,2019-08-04T06:24:37Z,$1732.84,ffdc312d-2a36-4c92-94f6-3bf173a1a47a,393826302-4
189,3576886374836278,2019-07-29T06:52:23Z,$3983.17,42869f73-2798-4743-a718-e57ae44ad5c3,880452930-X
190,3551442160929585,2019-07-11T01:28:20Z,$743.99,1cd3f05f-78a7-4136-b987-e3fe22dacf5b,851298641-7
191,201521695984676,2019-07-13T07:42:04Z,$4929.77,5daffbdd-e6b9-403c-bc3c-5a2955c73ee1,170292508-0
192,3553854021943654,2019-07-11T12:48:10Z,$446.97,bf7f7ebc-77c7-4e0b-a6b4-1e197ae74443,277155634-0
193,3555424556149156,2019-07-10T04:36:03Z,$533.14,b7348588-fc11-479f-bcb4-8559d80be332,892550705-6
194,6709467890585948,2019-07-17T17:50:40Z,$2540.37,ef3f03f7-9c3f-4231-b52a-755ea387b252,589389687-4
195,3576381017047277,2019-07-16T06:05:13Z,$1058.60,adb44c56-09f1-4181-908d-75039bf10fd5,825739224-3
196,4405769032650395,2019-07-15T11:22:58Z,$3008.36,9a4b2d7f-ff6b-4fd0-8af4-cfda7afe5840,309914569-6
197,3571216032078656,2019-08-04T18:20:20Z,$4031.98,28be419d-e90a-4580-bdc8-817c340e3683,780937550-4
198,3542576448645737,2019-07-22T08:14:42Z,$2335.64,a05292b2-6483-4949-95b7-8215bc2a6769,741224204-0
199,4026259958207189,2019-07-10T05:35:58Z,$4801.62,e4204ca4-eb2e-4af4-ac99-4284a8ba4ef8,499279749-0
200,5018772547000133705,2019-08-05T13:31:23Z,$250.27,31b7f89e-e6c3-489a-ac69-5dbaaef27314,808747056-7
201,633461027999613220,2019-07-18T15:39:36Z,$711.11,cd51edf7-5761-468b-a161-3a2fb0c0ec27,627036256-3
202,3580504773660272,2019-08-07T11:16:39Z,$1632.64,68d04a19-6964-487a-980f-6295421d2c09,934694041-7
203,3548275581497691,2019-07-11T14:54:24Z,$4240.64,9ce29d6a-ec63-4ea8-9af5-ad1d2dce9b98,976960935-8
204,6334224411253206,2019-07-26T03:27:31Z,$3337.91,900ce62d-52cb-4d72-b71b-0f813b13abcb,847353989-3
205,56022334391157046,2019-07-16T19:52:25Z,$1700.54,8229e7ed-b54e-40fd-813a-305f7b3fae15,300510142-8
206,4041593948417610,2019-07-16T00:09:23Z,$2618.20,9153ad91-9f73-4a26-a364-8e7e57a6719c,877298965-3
207,4026012836188307,2019-07-19T00:11:53Z,$1258.71,b7c82ef7-7579-4035-9c47-a81639f51aa3,451887506-0
208,5048370397965203,2019-07-25T05:27:33Z,$238.28,af2a4b91-8133-4bc6-8497-43d2f455e54f,873728384-7
209,5038839724462664,2019-07-21T12:55:48Z,$507.38,bc5eea77-70c9-40b6-a4fa-c98128b3b7d2,266936364-4
210,5038731247617702,2019-07-11T05:22:04Z,$1854.97,61c91179-3d12-42a1-ae8b-2211bcb03b8e,086095290-8
211,3579414113890741,2019-07-14T21:36:29Z,$4227.59,b644ed79-b26a-465d-9bd3-aa641e996e09,006334972-8
212,5893006616827438,2019-07-17T02:38:39Z,$3703.94,661c7b2a-ba00-481f-ab54-5d7a6cd2546e,883573856-3
213,30042039371808,2019-07-20T02:22:02Z,$2845.11,292deab5-1317-45d8-9089-246e7253e6c1,895475748-0
214,3568735286869820,2019-07-10T13:41:30Z,$1493.88,f153644c-511c-4b3f-9720-829a44d91600,811436990-6
215,5478612091254809,2019-08-02T18:28:11Z,$2234.77,074ac3f0-ee8c-4c5e-a85f-ea253b7c57d6,588159616-1
216,5010124169938052,2019-07-17T02:52:35Z,$1082.95,1c34bdb0-212a-47b3-ad9b-388f4ee6712b,492414328-6
217,3547281130710262,2019-07-23T02:23:41Z,$2934.79,ed8b137b-57e7-46ce-a59b-61e6faba5dea,368239041-3
218,3561101741705454,2019-08-05T10:29:03Z,$4970.87,50dd90ae-1510-47a4-a688-ce5af8bd0fcb,799592359-7
219,3535665565837083,2019-08-05T07:41:17Z,$3546.50,f641a0fa-5550-4464-8d54-d1e68f5b22a3,284119593-7
220,4041591374010255,2019-07-13T10:28:28Z,$3261.15,806e8c07-bf8f-48dc-a98d-37f77a958199,193118690-1
221,5100175102074398,2019-08-03T15:32:41Z,$3198.23,67f63840-608f-45ee-9d84-d9ff36e6708a,860119459-1
222,5137986087076274,2019-07-14T04:13:49Z,$2388.62,879450a9-b514-4dba-8713-152af2581b51,472049290-8
